p=0 | CubeHexMesh: Building sub cells
[MetricOpStats] ParamMass_M  (rows=4760)
  row_sum       min=4.0404e-07  max=0.00198  mean=0.000659429  max/|min|=4900.5
  |row_sum|     min=4.0404e-07  max=0.00198  mean=0.000659429  max/min=4900.5
  diag          min=1.79574e-07  max=0.00088  mean=0.000293079  nonpos=0
  max_abs_entry=0.00088
MrHyDE vector contract check (primal) errors: e[0]=0 e[1]=0 e[2]=0 e[3]=0 e[4]=0 e[5]=0 e[6]=0 e[7]=0 e[8]=0 e[9]=0 e[10]=0 e[11]=0 e[12]=0
MrHyDE vector contract check (dual) errors: e[0]=0 e[1]=7.08644e-16 e[2]=0 e[3]=0 e[4]=0 e[5]=1.25089e-16 e[6]=2.39689e-16 e[7]=0 e[8]=0 e[9]=6.0082e-16 e[10]=0 e[11]=0 e[12]=0
MrHyDE vector contract check: max_primal_err=0 max_dual_err=7.08644e-16 tol=1e-08

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Cubic Interpolation satisfying Wolfe Conditions
-------------------------------------------------------------------------------------------------------------
Quasi-Newton status output definitions

  iter     - Number of iterates (steps taken)
  value    - Objective function value
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  alpha    - Line search step length
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Cumulative number of times the gradient was computed
  ls_#fval - Number of the times the objective function was evaluated during the line search
  ls_#grad - Number of the times the gradient was evaluated during the line search
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          alpha          #fval     #grad     ls_#fval  ls_#grad  
  95    7.559619e-18   2.581656e-04   1.459216e-14   1.000000e+00   210       96        1         0         
  96    7.482463e-18   2.224596e-04   3.932321e-15   1.000000e+00   212       97        1         0         
  97    7.371521e-18   2.878912e-04   2.988936e-15   1.000000e+00   214       98        1         0         
  98    7.305416e-18   6.239303e-04   8.057004e-15   1.000000e+00   216       99        1         0         
  99    7.149485e-18   2.359839e-04   5.190086e-15   1.000000e+00   218       100       1         0         
  100   7.073945e-18   1.924880e-04   6.620804e-15   1.000000e+00   220       101       1         0         
  101   7.006523e-18   2.215341e-04   6.162505e-15   1.000000e+00   222       102       1         0         
  102   6.898501e-18   3.242826e-04   6.655483e-15   1.000000e+00   224       103       1         0         
  103   6.801069e-18   3.113426e-04   9.046532e-15   1.000000e+00   226       104       1         0         
  104   6.732416e-18   1.741300e-04   4.002988e-15   1.000000e+00   228       105       1         0         
  105   6.665607e-18   2.105798e-04   4.644782e-15   1.000000e+00   230       106       1         0         
  106   6.586569e-18   2.661802e-04   3.827106e-15   1.000000e+00   232       107       1         0         
  107   6.478215e-18   4.258588e-04   1.138994e-14   1.000000e+00   234       108       1         0         
  108   6.368204e-18   1.905988e-04   6.260614e-15   1.000000e+00   236       109       1         0         
  109   6.308995e-18   1.991623e-04   4.838578e-15   1.000000e+00   238       110       1         0         
  110   6.209516e-18   2.764271e-04   7.874796e-15   1.000000e+00   240       111       1         0         
  111   6.095091e-18   4.836942e-04   1.257496e-14   1.000000e+00   242       112       1         0         
  112   5.952766e-18   2.743380e-04   8.817442e-15   1.000000e+00   244       113       1         0         
  113   5.837237e-18   2.244659e-04   6.328570e-15   1.000000e+00   246       114       1         0         
  114   5.720659e-18   3.165753e-04   8.096519e-15   1.000000e+00   248       115       1         0         
  115   5.580515e-18   3.905665e-04   1.246940e-14   1.000000e+00   250       116       1         0         
  116   5.400160e-18   3.307512e-04   1.510735e-14   1.000000e+00   252       117       1         0         
  117   5.209053e-18   4.166645e-04   2.119549e-14   1.000000e+00   254       118       1         0         
  118   5.040837e-18   3.159356e-04   1.465596e-14   1.000000e+00   256       119       1         0         
  119   4.929575e-18   2.880401e-04   6.514107e-15   1.000000e+00   258       120       1         0         
  120   4.817358e-18   7.012753e-04   1.960776e-14   1.000000e+00   260       121       1         0         
  121   4.611838e-18   2.473174e-04   1.088830e-14   1.000000e+00   262       122       1         0         
  122   4.542039e-18   2.165572e-04   2.552452e-15   1.000000e+00   264       123       1         0         
  123   4.388544e-18   2.538706e-04   1.146482e-14   1.000000e+00   266       124       1         0         
  124   4.374253e-18   7.650908e-04   2.053280e-14   1.000000e+00   268       125       1         0         
  125   4.181700e-18   2.650669e-04   3.525586e-15   1.000000e+00   270       126       1         0         
  126   4.107960e-18   2.090068e-04   4.480657e-15   1.000000e+00   272       127       1         0         
  127   4.000047e-18   2.673441e-04   1.075582e-14   1.000000e+00   274       128       1         0         
  128   3.840691e-18   2.886395e-04   1.573649e-14   1.000000e+00   276       129       1         0         
  129   3.796752e-18   5.110314e-04   1.252578e-14   3.546468e-01   279       130       2         0         
  130   3.678226e-18   1.712093e-04   8.692756e-15   1.000000e+00   281       131       1         0         
  131   3.643554e-18   1.444098e-04   2.890662e-15   1.000000e+00   283       132       1         0         
