iter,gMg,gKg,gEuclid2,zMz,zKz,ratio_g,ratio_z,gpMgp,gpKgp,gpEuclid2,ratio_gp,alpha1,alpha2
71,1.35712983e-14,6.49295831e+00,6.86016221e-08,4.01481027e-23,1.31206787e-14,4.78433099e+14,3.26806943e+08,1.25102180e-15,2.23648624e-14,4.64867869e-09,1.78772763e+01,1.00000000e+00,1.00000000e+00
72,1.26864242e-14,6.66253934e+00,6.57923436e-08,7.45746232e-23,1.31257162e-14,5.25170783e+14,1.76007812e+08,9.53072692e-15,2.55018124e-14,3.54148116e-08,2.67574683e+00,1.00000000e+00,1.00000000e+00
73,1.22966718e-14,6.79901672e+00,6.47283210e-08,9.55687476e-23,1.31279131e-14,5.52915197e+14,1.37366173e+08,1.81417734e-14,2.80426417e-14,6.74123659e-08,1.54574975e+00,1.00000000e+00,1.00000000e+00
74,1.52529112e-14,8.84686896e+00,8.14492976e-08,7.96922236e-23,1.31356008e-14,5.80011831e+14,1.64829141e+08,2.24953363e-14,4.57508159e-14,8.35875795e-08,2.03379115e+00,1.00000000e+00,1.00000000e+00
75,1.55174764e-14,7.90201597e+00,7.97803933e-08,9.37027587e-23,1.31384099e-14,5.09233315e+14,1.40213693e+08,1.82275079e-14,3.41868169e-14,6.77285496e-08,1.87556176e+00,1.00000000e+00,1.00000000e+00
76,1.70599359e-14,9.02894246e+00,8.86687452e-08,7.71705266e-23,1.31476722e-14,5.29248321e+14,1.70371679e+08,2.41622778e-14,4.53825810e-14,8.97874675e-08,1.87824101e+00,1.00000000e+00,1.00000000e+00
77,1.86813080e-14,9.34055332e+00,9.55624180e-08,6.45304583e-23,1.31508857e-14,4.99994611e+14,2.03793465e+08,1.98080656e-14,4.67034965e-14,7.36078131e-08,2.35780199e+00,1.00000000e+00,1.00000000e+00
78,1.59343910e-14,8.11820061e+00,8.19347672e-08,5.09631949e-23,1.31626248e-14,5.09476680e+14,2.58277073e+08,1.62555452e-14,3.63872366e-14,6.04059139e-08,2.23845071e+00,1.00000000e+00,1.00000000e+00
79,1.40429026e-14,7.66686624e+00,7.36462463e-08,3.26790430e-23,1.31659457e-14,5.45960222e+14,4.02886514e+08,1.26050020e-14,3.12879513e-14,4.68406570e-08,2.48218535e+00,1.00000000e+00,1.00000000e+00
80,1.58792728e-14,9.07486065e+00,8.44143723e-08,2.87222140e-23,1.31695605e-14,5.71490947e+14,4.58514810e+08,7.07449279e-15,4.30730326e-14,2.62867669e-08,6.08849764e+00,1.00000000e+00,1.00000000e+00
81,1.53403433e-14,8.93763169e+00,8.20285547e-08,1.38523014e-23,1.31743303e-14,5.82622663e+14,9.51057155e+08,6.06322376e-15,4.14710897e-14,2.25289213e-08,6.83977557e+00,1.00000000e+00,1.00000000e+00
82,1.58844368e-14,9.48216164e+00,8.55763635e-08,1.35123216e-23,1.31791701e-14,5.96946668e+14,9.75344613e+08,2.57134270e-15,4.49466124e-14,9.55420381e-09,1.74798219e+01,1.00000000e+00,1.00000000e+00
83,1.32872969e-14,7.92927521e+00,7.15773369e-08,1.50117259e-23,1.31837212e-14,5.96756077e+14,8.78228214e+08,2.73283017e-15,3.05604131e-14,1.01542998e-08,1.11826975e+01,1.00000000e+00,1.00000000e+00
84,1.27723508e-14,7.61557687e+00,6.87854133e-08,1.23132281e-23,1.31862363e-14,5.96254907e+14,1.07090002e+09,3.12432718e-15,2.74911859e-14,1.16092685e-08,8.79907394e+00,1.00000000e+00,1.00000000e+00
85,1.25157182e-14,7.42373268e+00,6.72943811e-08,1.08512934e-23,1.31881827e-14,5.93152752e+14,1.21535583e+09,2.47731080e-15,2.53497130e-14,9.20533985e-09,1.02327544e+01,1.00000000e+00,1.00000000e+00
86,1.22250371e-14,7.23104003e+00,6.56745636e-08,1.71185446e-23,1.31902733e-14,5.91494323e+14,7.70525390e+08,2.07546396e-15,2.34476894e-14,7.71225654e-09,1.12975652e+01,1.00000000e+00,1.00000000e+00
87,1.18506532e-14,7.00684206e+00,6.36556005e-08,1.54133886e-23,1.31935126e-14,5.91262100e+14,8.55977422e+08,3.97081818e-15,2.18845465e-14,1.47553902e-08,5.51134439e+00,1.00000000e+00,1.00000000e+00
88,1.14825587e-14,6.82085035e+00,6.17671874e-08,1.49177244e-23,1.31962056e-14,5.94018332e+14,8.84599102e+08,3.10496753e-15,1.99628344e-14,1.15379822e-08,6.42932147e+00,1.00000000e+00,1.00000000e+00
89,1.11724270e-14,6.67912048e+00,6.02181529e-08,1.72516548e-23,1.31987903e-14,5.97821804e+14,7.65073868e+08,3.45587481e-15,1.89183087e-14,1.28419667e-08,5.47424596e+00,1.00000000e+00,1.00000000e+00
90,1.07124514e-14,6.43550294e+00,5.78269425e-08,1.19278688e-23,1.32012115e-14,6.00749792e+14,1.10675358e+09,3.76212523e-15,1.71023470e-14,1.39800363e-08,4.54592709e+00,1.00000000e+00,1.00000000e+00
91,1.05771996e-14,6.38576238e+00,5.71852563e-08,5.95715190e-23,1.32064254e-14,6.03729024e+14,2.21690258e+08,2.59199416e-15,1.68671605e-14,9.63173391e-09,6.50740683e+00,1.00000000e+00,1.00000000e+00
92,1.02895901e-14,6.27208538e+00,5.57985472e-08,5.95715190e-23,1.32064254e-14,6.09556385e+14,2.21690258e+08,1.42132917e-14,1.75836649e-14,5.28160055e-08,1.23712826e+00,1.00000000e+00,1.00000000e+00
