iter,gMg,gKg,gEuclid2,zMz,zKz,ratio_g,ratio_z,gpMgp,gpKgp,gpEuclid2,ratio_gp,alpha1,alpha2
24,1.69715686e-01,4.23664678e+13,5.98356372e+05,5.40890705e-28,9.98661924e-14,2.49632010e+14,1.84632850e+14,1.69715686e-01,4.23664678e+13,5.98356372e+05,2.49632010e+14,1.00000000e+00,1.00000000e+00
25,3.13034718e-01,8.39493951e+13,1.12808330e+06,5.40871178e-28,9.98625692e-14,2.68179183e+14,1.84632817e+14,3.13034718e-01,8.39493951e+13,1.12808330e+06,2.68179183e+14,1.00000000e+00,1.00000000e+00
26,1.84607943e-01,4.89668653e+13,6.62994158e+05,5.40893575e-28,9.98663113e-14,2.65247880e+14,1.84632090e+14,1.84607943e-01,4.89668653e+13,6.62994158e+05,2.65247880e+14,1.00000000e+00,1.00000000e+00
27,3.03320568e-01,8.22743864e+13,1.09699108e+06,5.40875911e-28,9.98630472e-14,2.71245656e+14,1.84632085e+14,3.03320568e-01,8.22743864e+13,1.09699108e+06,2.71245656e+14,1.00000000e+00,1.00000000e+00
28,1.90097439e-01,5.18660761e+13,6.88782729e+05,5.40896235e-28,9.98664513e-14,2.72839426e+14,1.84631441e+14,1.90097439e-01,5.18660761e+13,6.88782729e+05,2.72839426e+14,1.00000000e+00,1.00000000e+00
29,2.94149908e-01,8.00107252e+13,1.06476650e+06,5.40880153e-28,9.98634906e-14,2.72006630e+14,1.84631457e+14,2.94149908e-01,8.00107252e+13,1.06476650e+06,2.72006630e+14,1.00000000e+00,1.00000000e+00
30,1.90587135e-01,5.27149495e+13,6.93567424e+05,5.40898706e-28,9.98666058e-14,2.76592382e+14,1.84630883e+14,1.90587135e-01,5.27149495e+13,6.93567424e+05,2.76592382e+14,1.00000000e+00,1.00000000e+00
31,2.86420451e-01,7.79822847e+13,1.03709888e+06,5.40883979e-28,9.98639037e-14,2.72265072e+14,1.84630914e+14,2.86420451e-01,7.79822847e+13,1.03709888e+06,2.72265072e+14,1.00000000e+00,1.00000000e+00
32,1.90604655e-01,5.32220108e+13,6.95744883e+05,5.40901008e-28,9.98667701e-14,2.79227235e+14,1.84630401e+14,1.90604655e-01,5.32220108e+13,6.95744883e+05,2.79227235e+14,1.00000000e+00,1.00000000e+00
33,2.79039062e-01,7.59892665e+13,1.01044182e+06,5.40887454e-28,9.98642904e-14,2.72324835e+14,1.84630443e+14,2.79039062e-01,7.59892665e+13,1.01044182e+06,2.72324835e+14,1.00000000e+00,1.00000000e+00
34,1.90274219e-01,5.36070552e+13,6.96547610e+05,5.40903164e-28,9.98669418e-14,2.81735779e+14,1.84629983e+14,1.90274219e-01,5.36070552e+13,6.96547610e+05,2.81735779e+14,1.00000000e+00,1.00000000e+00
35,2.71306249e-01,7.37185028e+13,9.81746026e+05,5.40890631e-28,9.98646544e-14,2.71716936e+14,1.84630032e+14,2.71306249e-01,7.37185028e+13,9.81746026e+05,2.71716936e+14,1.00000000e+00,1.00000000e+00
36,1.86555539e-01,5.29354611e+13,6.84517304e+05,5.40905193e-28,9.98671188e-14,2.83751752e+14,1.84629617e+14,1.86555539e-01,5.29354611e+13,6.84517304e+05,2.83751752e+14,1.00000000e+00,1.00000000e+00
37,2.63141232e-01,7.08926599e+13,9.49644331e+05,5.40893556e-28,9.98649988e-14,2.69409166e+14,1.84629670e+14,2.63141232e-01,7.08926599e+13,9.49644331e+05,2.69409166e+14,1.00000000e+00,1.00000000e+00
38,1.79954362e-01,5.11796603e+13,6.60789656e+05,5.40907104e-28,9.98672988e-14,2.84403555e+14,1.84629298e+14,1.79954362e-01,5.11796603e+13,6.60789656e+05,2.84403555e+14,1.00000000e+00,1.00000000e+00
39,2.54357062e-01,6.75349361e+13,9.13771674e+05,5.40896258e-28,9.98653254e-14,2.65512330e+14,1.84629352e+14,2.54357062e-01,6.75349361e+13,9.13771674e+05,2.65512330e+14,1.00000000e+00,1.00000000e+00
40,1.72714314e-01,4.90183122e+13,6.33773955e+05,5.40908904e-28,9.98674798e-14,2.83811521e+14,1.84629018e+14,1.72714314e-01,4.90183122e+13,6.33773955e+05,2.83811521e+14,1.00000000e+00,1.00000000e+00
41,2.43943738e-01,6.36193926e+13,8.71519137e+05,5.40898761e-28,9.98656356e-14,2.60795351e+14,1.84629071e+14,2.43943738e-01,6.36193926e+13,8.71519137e+05,2.60795351e+14,1.00000000e+00,1.00000000e+00
42,1.41388994e-01,3.93376154e+13,5.15500114e+05,5.40910647e-28,9.98676677e-14,2.78222613e+14,1.84628771e+14,1.41388994e-01,3.93376154e+13,5.15500114e+05,2.78222613e+14,1.00000000e+00,1.00000000e+00
43,3.51717328e-01,9.97796558e+13,1.29044843e+06,5.40901150e-28,9.98659373e-14,2.83692749e+14,1.84628813e+14,3.51717328e-01,9.97796558e+13,1.29044843e+06,2.83692749e+14,1.00000000e+00,1.00000000e+00
44,1.59107171e-01,4.47001617e+13,5.81922242e+05,5.40912181e-28,9.98678361e-14,2.80943727e+14,1.84628558e+14,1.59107171e-01,4.47001617e+13,5.81922242e+05,2.80943727e+14,1.00000000e+00,1.00000000e+00
45,1.62364085e-01,4.68227869e+13,5.98916711e+05,5.40903321e-28,9.98662194e-14,2.88381430e+14,1.84628594e+14,1.62364085e-01,4.68227869e+13,5.98916711e+05,2.88381430e+14,1.00000000e+00,1.00000000e+00
46,1.76094961e-01,5.27042504e+13,6.57654265e+05,5.40913775e-28,9.98680255e-14,2.99294483e+14,1.84628364e+14,1.76094961e-01,5.27042504e+13,6.57654265e+05,2.99294483e+14,1.00000000e+00,1.00000000e+00
47,2.48478832e-01,6.94973681e+13,9.07482449e+05,5.40905346e-28,9.98664899e-14,2.79691303e+14,1.84628403e+14,2.48478832e-01,6.94973681e+13,9.07482449e+05,2.79691303e+14,1.00000000e+00,1.00000000e+00
48,2.32596552e-01,6.85977192e+13,8.64387405e+05,5.40915151e-28,9.98681911e-14,2.94921480e+14,1.84628201e+14,2.32596552e-01,6.85977192e+13,8.64387405e+05,2.94921480e+14,1.00000000e+00,1.00000000e+00
49,2.53863779e-01,7.88428132e+13,9.60142875e+05,5.40907213e-28,9.98667455e-14,3.10571337e+14,1.84628238e+14,2.53863779e-01,7.88428132e+13,9.60142875e+05,3.10571337e+14,1.00000000e+00,1.00000000e+00
50,1.73171845e-01,4.99919970e+13,6.39004344e+05,5.40916505e-28,9.98683624e-14,2.88684324e+14,1.84628055e+14,1.73171845e-01,4.99919970e+13,6.39004344e+05,2.88684324e+14,1.00000000e+00,1.00000000e+00
