iter,gMg,gKg,gEuclid2,zMz,zKz,ratio_g,ratio_z,gpMgp,gpKgp,gpEuclid2,ratio_gp,alpha1,alpha2
342,3.96184742e-17,3.53053106e-02,2.46144502e-10,9.29677144e-28,5.93752466e-15,8.91132516e+14,6.38665229e+12,8.82785815e-32,3.40027151e-18,3.37274839e-25,3.85175142e+13,1.19991838e+13,1.00000000e+00
343,6.48921699e-17,4.52282097e-02,3.67815126e-10,9.29676500e-28,5.93753434e-15,6.96974839e+14,6.38666713e+12,1.85586118e-31,7.05566611e-18,7.08785505e-25,3.80182860e+13,1.19991838e+13,1.00000000e+00
344,5.72569513e-17,4.57105288e-02,3.40822685e-10,9.29675946e-28,5.93753413e-15,7.98340249e+14,6.38667071e+12,1.56405473e-31,5.42323732e-18,5.95872033e-25,3.46742171e+13,1.19991838e+13,1.00000000e+00
345,4.05912277e-17,3.43924290e-02,2.47194453e-10,9.29674354e-28,5.93753986e-15,8.47287232e+14,6.38668780e+12,1.03161185e-31,3.53192011e-18,3.92895887e-25,3.42369092e+13,1.19991838e+13,1.00000000e+00
346,3.71604479e-17,3.28590158e-02,2.30155177e-10,9.29674484e-28,5.93755003e-15,8.84247035e+14,6.38669785e+12,9.71991159e-32,3.00364733e-18,3.69279460e-25,3.09020026e+13,1.19991838e+13,1.00000000e+00
347,3.84511692e-17,3.23570255e-02,2.33538477e-10,9.29675193e-28,5.93756953e-15,8.41509535e+14,6.38671395e+12,1.08239515e-31,3.51030838e-18,4.11688551e-25,3.24309322e+13,1.19991838e+13,1.00000000e+00
348,3.71332513e-17,3.16869708e-02,2.26765643e-10,9.29677823e-28,5.93761054e-15,8.53331440e+14,6.38674001e+12,9.92123734e-32,3.47132896e-18,3.78065916e-25,3.49888713e+13,1.19991838e+13,1.00000000e+00
349,6.08432418e-17,3.75130040e-02,3.31135878e-10,9.29681619e-28,5.93764730e-15,6.16551698e+14,6.38675346e+12,1.77425092e-31,7.28252190e-18,6.79124219e-25,4.10456142e+13,1.19991838e+13,1.00000000e+00
350,5.62391150e-17,4.29215784e-02,3.29218630e-10,9.29681996e-28,5.93765196e-15,7.63197970e+14,6.38675588e+12,1.38838187e-31,5.51326199e-18,5.30906079e-25,3.97099826e+13,1.19991838e+13,1.00000000e+00
351,2.62558579e-17,2.86323062e-02,1.77812432e-10,9.29683065e-28,5.93766302e-15,1.09051117e+15,6.38676044e+12,6.18104506e-32,1.80813840e-18,2.34544638e-25,2.92529562e+13,1.19991838e+13,1.00000000e+00
352,2.30007593e-17,2.12598663e-02,1.45042020e-10,9.29684902e-28,5.93768536e-15,9.24311498e+14,6.38677186e+12,5.28887365e-32,1.79050691e-18,2.01373303e-25,3.38542197e+13,1.19991838e+13,1.00000000e+00
353,3.52416924e-17,2.27346293e-02,1.94624427e-10,9.29687179e-28,5.93771789e-15,6.45106058e+14,6.38679120e+12,9.20318146e-32,3.89225553e-18,3.52589143e-25,4.22925001e+13,1.19991838e+13,1.00000000e+00
354,2.70266628e-17,2.62962038e-02,1.74119324e-10,9.29688823e-28,5.93774556e-15,9.72972654e+14,6.38680966e+12,5.80399694e-32,2.03109048e-18,2.21172293e-25,3.49946856e+13,1.19991838e+13,1.00000000e+00
355,2.81133911e-17,2.50467671e-02,1.74648089e-10,9.29690431e-28,5.93777131e-15,8.90919455e+14,6.38682631e+12,6.60971967e-32,2.49328770e-18,2.52381599e-25,3.77215348e+13,1.19991838e+13,1.00000000e+00
356,2.33231502e-17,2.31649095e-02,1.51584135e-10,9.29691192e-28,5.93778869e-15,9.93215299e+14,6.38683978e+12,4.83558876e-32,1.74623982e-18,1.84420896e-25,3.61122483e+13,1.19991838e+13,1.00000000e+00
357,2.21892690e-17,2.13796707e-02,1.42365514e-10,9.29692515e-28,5.93782808e-15,9.63513972e+14,6.38687306e+12,4.83406462e-32,1.72804076e-18,1.84313248e-25,3.57471588e+13,1.19991838e+13,1.00000000e+00
358,5.17278212e-17,3.35333387e-02,2.86128590e-10,9.29693114e-28,5.93784493e-15,6.48265053e+14,6.38688707e+12,1.44600922e-31,5.78274957e-18,5.53056370e-25,3.99910976e+13,1.19991838e+13,1.00000000e+00
