iter,gMg,gKg,gEuclid2,zMz,zKz,ratio_g,ratio_z,gpMgp,gpKgp,gpEuclid2,ratio_gp,alpha1,alpha2
29,1.33101929e-10,9.17239428e+04,7.51503264e-04,1.23643867e-27,5.91433517e-13,6.89125572e+14,4.78336314e+14,1.33101929e-10,9.17239428e+04,7.51503264e-04,6.89125572e+14,1.00000000e+00,1.00000000e+00
30,1.14639541e-10,6.07051248e+04,5.95927928e-04,1.23956394e-27,5.92907451e-13,5.29530426e+14,4.78319375e+14,1.14639541e-10,6.07051248e+04,5.95927928e-04,5.29530426e+14,1.00000000e+00,1.00000000e+00
31,4.30701902e-11,1.57805705e+04,2.04175776e-04,1.24207020e-27,5.94120572e-13,3.66391938e+14,4.78330911e+14,4.30701902e-11,1.57805705e+04,2.04175776e-04,3.66391938e+14,1.00000000e+00,1.00000000e+00
32,4.71825642e-11,2.62710796e+04,2.48877614e-04,1.24367332e-27,5.94902390e-13,5.56796352e+14,4.78342969e+14,4.71825642e-11,2.62710796e+04,2.48877614e-04,5.56796352e+14,1.00000000e+00,1.00000000e+00
33,5.53218477e-11,3.59543615e+04,3.06264406e-04,1.24625999e-27,5.96136891e-13,6.49912521e+14,4.78340711e+14,5.53218477e-11,3.59543615e+04,3.06264406e-04,6.49912521e+14,1.00000000e+00,1.00000000e+00
34,8.06701657e-11,5.15614032e+04,4.44160839e-04,1.24628842e-27,5.96141515e-13,6.39163223e+14,4.78333508e+14,8.06701657e-11,5.15614032e+04,4.44160839e-04,6.39163223e+14,1.00000000e+00,1.00000000e+00
35,2.18604700e-11,9.10815693e+03,1.06712991e-04,1.24598090e-27,5.95990341e-13,4.16649639e+14,4.78330240e+14,2.18604700e-11,9.10815693e+03,1.06712991e-04,4.16649639e+14,1.00000000e+00,1.00000000e+00
36,1.83602441e-11,9.49126879e+03,9.47933512e-05,1.24628148e-27,5.96138705e-13,5.16946765e+14,4.78333918e+14,1.83602441e-11,9.49126879e+03,9.47933512e-05,5.16946765e+14,1.00000000e+00,1.00000000e+00
37,2.12814930e-11,1.32003301e+04,1.16045506e-04,1.24734911e-27,5.96662099e-13,6.20272747e+14,4.78344109e+14,2.12814930e-11,1.32003301e+04,1.16045506e-04,6.20272747e+14,1.00000000e+00,1.00000000e+00
38,4.02849411e-11,2.52727977e+04,2.20469173e-04,1.24878515e-27,5.97370765e-13,6.27350990e+14,4.78361520e+14,4.02849411e-11,2.52727977e+04,2.20469173e-04,6.27350990e+14,1.00000000e+00,1.00000000e+00
39,1.72066307e-11,7.09172830e+03,8.37778439e-05,1.25047310e-27,5.98199709e-13,4.12150899e+14,4.78378711e+14,1.72066307e-11,7.09172830e+03,8.37778439e-05,4.12150899e+14,1.00000000e+00,1.00000000e+00
40,1.37280938e-11,5.46268708e+03,6.62929532e-05,1.25231469e-27,5.99113865e-13,3.97920290e+14,4.78405202e+14,1.37280938e-11,5.46268708e+03,6.62929532e-05,3.97920290e+14,1.00000000e+00,1.00000000e+00
41,2.50011649e-11,1.69981434e+04,1.40510830e-04,1.25296376e-27,5.99438019e-13,6.79894056e+14,4.78416086e+14,2.50011649e-11,1.69981434e+04,1.40510830e-04,6.79894056e+14,1.00000000e+00,1.00000000e+00
